full_address,latitude,longitude
"RED EAGLE SKEET & TRAP, 332 HOLLYWOOD BLVD, CHILDERSBURG, AL, USA",33.3040008,-86.3503112
"LOCH RAVEN SKEET AND TRAP CENTER, 12301 DULANEY VALLEY RD, PHOENIX, MD, USA",39.461305,-76.5551694
"GUN RIVER SKEET & TRAP INC, 620  11TH  STREET, PLAINWELL, MI, USA",42.46578179999999,-85.6587795
"HIGH DESERT SPORTSMEN, 16001 SHOOTING RANGE ACCESS ROAD, ALBUQUERQUE, NM, USA",35.125261,-106.812978
"EIELSON SKEET CLUB,  QUARRY ROAD, EIELSON AFB, AK, USA",64.6557708,-147.0129897
"MARS SKEET RANGE, NASA/MARSHALL SPACE FLIGHT CENTER,  TRAILER 298, TIROS RD, MARSHALL SPACE FLIGHT CENTER, AL, USA",34.1520406,-85.67885310000001
"RED CHUTE SHOTGUN SPORTS CLUB, BARKSDALE AFB, LA, USA",32.5170692,-93.6253811
"MEMPHIS SPORT SHOOTING ASSOCIATION, 9428 OLD BROWNSVILLE RD, LAKELAND, TN, USA",35.266421,-89.74716289999999
"AIRFIELD SHOOTING CLUB, PO BOX 250, AIRFIELD RD, WAKEFIELD, VA, USA",36.9145978,-77.0280342
"KINGSTON/DISTRICT T&S&S/C CLUB, KINGSTON, Ontario, CAN",44.2761313,-76.48656919999999
"MEDFORD GUN CLUB, 1259 EAST VILAS ROAD, CENTRAL POINT, OR, USA",42.3895329,-122.8603018
"PIEDMONT SPORTSMAN CLUB, 13064 COX MILL ROAD, GORDONSVILLE, VA, USA",38.1466526,-78.1412529
"FEDERACION DE TIRO DE PR, ALBERGUE OLÍMPICO GERMÁN RIECKEHOFF,  PR-712 KM. 0.3, PR-712 KM. 0.3, SALINAS, Puerto Rico",18.0353784,-66.23689410000001
"SOUTH VANCOUVER ISLAND RANGERS, 3498 LUXTON ROAD, VICTORIA, British Columbia, CAN",48.41743080000001,-123.5364151
"JEFFERSON GUN CLUB, 660 GUN CLUB ROAD, BROOKS, KY, USA",38.0677507,-85.7089917
"MASSAPOAG SPORTSMEN'S CLUB, 86 BELCHER ST, SHARON, MA, USA",42.1280307,-71.15602729999999
"DETROIT SPORTSMEN'S CONGRESS,  49800 DEQUINDRE ROAD, UTICA, MI, USA",42.6584147,-83.0921293
"LINCOLN TRAP & SKEET, 4855 N 48TH, LINCOLN, NE, USA",40.8609209,-96.6541958
"SPORTSMEN'S SHOOTING CENTER, 6801 STATE ST. NE, LOUISVILLE, OH, USA",40.9029743,-81.2754066
"WRIGHT PATTERSON AFB ROD/GUN, 3565 COMMUNICATIONS BLVD, DAYTON, OH, USA",39.7931327,-84.0606176
"PARTRIDGE CREEK SKEET CLUB, 1487 HWY 78, RIDGEVILLE, SC, USA",33.12257570000001,-80.3307705
"SOUTHGATE GUN CLUB, 4780 HIGHWAY 220, LAVINIA, TN, USA",35.8533,-88.658901
"AMARILLO GUN CLUB, 46TH AVE AND OSAGE ST , AMARILLO, TX, USA",35.1655665,-101.8103464
"ATHENS RIFLE CLUB, PARADISE VALLEY RD, ATHENS, GA, USA",34.0020161,-83.3948399
"FLORHAM PARK SPORTSMEN'S CLUB, 92 BROOKLAKE RD, FLORHAM PARK, NJ, USA",40.7606961,-74.3851627
"NORTH AMERICAN AEROSPACE ROD & GUN CLUB, 13242 SOUTH 337TH E AVE, COWETA, OK, USA",35.9707996,-95.6037784
"KETTLEFOOT ROD & GUN CLUB, 21101  KETTLEFOOT LANE, BRISTOL, VA, USA",36.6462898,-82.2638626
"TRI-COUNTY GUN CLUB, INC., 165  RUSSELL  LOOP, ODUM, GA, USA",31.68876,-82.0582457
"PULASKI OUTDOORSMEN INC, 127 RATTLESNAKE ROAD, SOMERSET, KY, USA",37.0796234,-84.55434319999999
"FALMOUTH SKEET CLUB INC, 20 SPORTSMAN LANE,  OFF 205 CARRIAGE SHOP ROAD, EAST FALMOUTH, MA, USA",41.5947226,-70.5269534
"CHESAPEAKE BAY ROD & GUN CLUB, 690 FOX HUNTERS HILL ROAD , WARSAW, VA, USA",37.909005,-76.7407276
"DUBLIN SKEET LLC, 5764 LYONS RD, DUBLIN, VA, USA",37.073881,-80.6708118
"MATHEWS CONSERVATION CLUB, 15357 JOHN CLAYTON MEMORIAL HWY, FOSTER, VA, USA",37.453944,-76.3846683
"UNITED SPORTSMEN INCORPORATED, 4700 EVORA ROAD, CONCORD, CA, USA",38.0215335,-121.993999
"EAGLE SKEET CLUB, 11TH AIRBORNE DIVISION RD, FORT CAMPBELL , KY, USA",36.5869446,-87.4773466
"DETROIT GUN CLUB, 2775 OAKLEY PARK RD, WALLED LAKE, MI, USA",42.5711321,-83.44617339999999
"OLD HICKORY GUN CLUB, 201 DALEWOOD DR, ROCKY MOUNT, NC, USA",35.9390953,-77.74895099999999
"NORTH OTTAWA ROD & GUN CLUB, 13084 -160TH AVE, GRAND HAVEN, MI, USA",43.0068584,-86.1843073
"NATIONAL SHOOTING COMPLEX, 5931 ROFT ROAD, SAN ANTONIO, TX, USA",29.495042,-98.7453626
"JOINT BASE ROD AND GUN CLUB, BLDG 9060, DIX, NJ, USA",40.0583238,-74.4056612
"JCSA TRAP & SKEET CLUB, 7407 HIGHLAND AVE, GRANTS PASS, OR, USA",42.52984240000001,-123.366209
"HALIFAX COUNTY GUN CLUB, 6200 PHILPOTT RD, SOUTH  BOSTON, VA, USA",36.6572135,-78.9941508
"CLUB METROPOLITANO DE TIRO INC, RAMAL CARRET 22, BO PALMAS, CATANO, Puerto Rico",18.4225554,-66.1470447
"ERISWELL LODGE, BRANDON ROAD, ERISWELL, BRANDON, SUFFOLK, England",52.391513,0.55426
"GOLDEN GUN CLUB , 1503 S WATKINS RD, WATKINS, CO, USA",39.6891266,-104.6036234
"OLD COLONY SPORTSMEN'S ASSN, 159 FOREST STREET, PEMBROKE, MA, USA",42.0477997,-70.7909263
"SUDLERSVILLE SKEET CLUB, INC, 1240 DUHAMEL ROAD, SUDLERSVILLE, MD, USA",39.1626189,-75.79788549999999
"GRAND BLANC HUNTSMAN'S CLUB, 9046 IRISH ROAD, GRAND BLANC, MI, USA",42.9011319,-83.557991
"HAMILTON GUN CLUB,  559 HWY #20 E, STONEY CREEK, Ontario, CAN",43.1634646,-79.72438249999999
"KNOLLWOOD GUN CLUB, 7475 B RT 71, YORKVILLE, IL, USA",41.6528186,-88.39836419999999
"MONROE-CHESTER SPORTSMEN, 224 GIBSON HILL RD, CHESTER, NY, USA",41.2955095,-74.2611478
"DELAWARE CO FIELD & STREAM, 713 CHESTER CREEK RD, BROOKHAVEN, PA, USA",39.873561,-75.41037829999999
"SPORTSMEN CLUB OF FOREST COUNTY INC, 40540 RT #66, MARIENVILLE, PA, USA",41.4526865,-79.1621633
"TRI-ANGLE GUN CLUB, INC, 700 GUN CLUB LANE, BLUEFIELD, VA, USA",37.252617,-81.2712105
"SAUK PRAIRIE TRAP & SKEET, E 11102 SAUK PRAIRIE RD, PRAIRIE DU SAC, WI, USA",43.2817818,-89.76651849999999
"CHARLOTTETOWN TRAP & SKEET CL,  806, RTE 5, MT ALBION, CHARLOTTETOWN, Prince Edward Island, CAN",46.2344855,-62.92221999999999
"WATERFORD SPORTSMAN'S CLUB, 4266 ON HWY # 24, SCOTLAND, Ontario, CAN",42.982464,-80.35822920000001
"OCMULGEE RIVER GUN CLUB, 169 MARCAR RD, MACON, GA, USA",32.7381535,-83.7446362
"CALVERT CITY GUN CLUB, INC,  753 WALKER HARRIS LANE, CALVERT CITY, KY, USA",37.0184286,-88.4245311
"TOBY BANCROFT MEMORIAL GUN CLUB, INC, 1900 EAST PUCKET LAKE RD, WEST MONROE, LA, USA",32.4825472,-92.2275477
"NORTH AMERICAN ROD AND GUN, 12108 BELVEDERE RD, HAGERSTOWN, MD, USA",39.6528463,-77.67350069999999
"MINNEAPOLIS GUN CLUB,  20006 JUDICIAL RD, PRIOR LAKE, MN, USA",44.6602714,-93.3236142
"PRAIRIE GROVE SHOTGUN SPORTS, 1420 CR 276, COLUMBIA, MO, USA",38.9517053,-92.3340724
"FORT LIBERTY CLAY TARGET CENTER, 651 E. MANCHESTER ROAD, SPRING LAKE, NC, USA",35.1924244,-78.97872650000001
"LEE KAY SHOTGUN CENTER, 6000 W 2100 SO, SALT LAKE CITY, UT, USA",40.72688350000001,-112.0349471
"FT LEE OUTDOOR RECREATION, FT LEE, VA, USA",37.2485181,-77.3359603
"CLUB DE TIR DE VALLEYFIELD INC, 616 CHEMIN DU CANAL, STANISLAS-DE-KOSTKA, Quebec, CAN",45.2104658,-74.1489232
"COCHISE GUN CLUB, 3300 S SHARPSHOOTER RD, TOMBSTONE, AZ, USA",31.7128683,-110.0675764
"BOISE GUN CLUB, 2350 E. KUNA-MORA ROAD, KUNA, ID, USA",43.4592195,-116.2111179
"MINNETONKA GAME & FISH CLUB, 8310 HILL N DALE DRIVE, ST FRANCIS, MN, USA",45.39713159999999,-93.4770763
"GASTONIA PARKS & RECREATION CL, 1620 TULIP DRIVE, GASTONIA, NC, USA",35.2877839,-81.2024189
"BRUSHY MOUNTAIN CLUB, 1813 1ZAAK WALTON RD, HURT, VA, USA",37.021411,-79.318558
"HURLBURT CLAY TARGET SPORTS CLUB, RANGER ROAD, FT WALTON BEACH, FL, USA",30.42007079999999,-86.6170308
"NEW PIONEER GUN CLUB, 31454 312TH PLACE, WAUKEE, IA, USA",41.5838928,-93.8736114
"WORLD SHOOTING & RECREATIONAL COMPLEX, ONE MAIN EVENT LANE, SPARTA, IL, USA",38.1874693,-89.7546057
"LUDLOW FISH & GAME CLUB , SPORTSMANS ROAD, LUDLOW, MA, USA",42.1749418,-72.45787729999999
"SALISBURY GUN CLUB INC,  32240 DAGSBORO ROAD, PARSONSBURG, MD, USA",38.4152657,-75.49377439999999
"GENESEE SPORTSMANS CLUB, 8208 N. SEYMOUR RD, FLUSHING, MI, USA",43.12372269999999,-83.87237449999999
"CAPITOL GUN CLUB, 1622 CAPITOL GUN CLUB ROAD, JACKSON, MS, USA",32.4111532,-90.2584206
"BARTLESVILLE SPORTSMEN'S CLUB, 491 NE YOUNG AVE, BARTLESVILLE, OK, USA",36.7631883,-95.9504157
"LYNDEN SHOTGUN CLUB, 8823 WEIDKAMP ROAD, LYNDEN, WA, USA",48.9617648,-122.5265478
"CHAPARRAL SKEET CLUB, 11 JAL ROAD, ROSWELL, NM, USA",33.5050143,-104.4756913
"SHELBY COUNTY TRAP & SKEET LTD, 1307 IRONWOOD RD, HARLAN, IA, USA",41.6906471,-95.3826599
"TARTAN TRAP & SKEET CLUB, 9600 105TH ST CT S, COTTAGE GROVE, MN, USA",44.7974188,-92.913882
"SOUTHERN SKEET & TRAP CLUB,  1 GUN CLUB ROAD, IRONDALE, AL, USA",33.567275,-86.66639289999999
"NORTHBROOK SPORTS CLUB, 160 SPORTS CLUB DR, HAINESVILLE, IL, USA",42.3296476,-88.0710312
"UNITED SPORTSMENS CLUB,  4400 OSSMAN LANE, JEFFERSON CITY, MO, USA",38.5987401,-92.2771781
"ROWAN CO WILDLIFE ASSN,  650 MAJOLICA RD, SALISBURY, NC, USA",35.6903171,-80.5352776
"PINE BELT SPORTSMENS CLUB, 377 STOKES RD, SHAMONG TWP, NJ, USA",39.8156166,-74.7746429
"COURTENAY & DISTRICT FISH & GAME PROTECTIVE ASSN., 3780 COMOX LOGGING ROAD, COURTENAY, British Columbia, CAN",49.640954,-125.0868392
"WELD COUNTY FISH AND WILDLIFE ASSOCIATION, 38997 COUNTY RD 51, EATON, CO, USA",40.56230499999999,-104.588745
"LEDYARD SPORTSMAN'S CLUB, 8 WHIPPLE ROAD, LEDYARD, CT, USA",41.417403,-71.997055
"FOREST CITY GUN CLUB, 9203 FERGUSON AVE, SAVANNAH, GA, USA",31.9711108,-81.0871757
"LODA SPORTSMEN'S CLUB, LUDLOW, IL, USA",40.3869787,-88.12754369999999
"CHIEF PADUKE GUN CLUB, 10425 OGDEN LANDING ROAD, WEST PADUCAH, KY, USA",37.1306456,-88.80937750000001
"BILLINGS ROD & GUN CLUB, 2931 ROD AND GUN CLUB ROAD, BILLINGS, MT, USA",45.8215699,-108.5868503
"CARLISLE FISH & GAME ASSOC., 1421 W TRINDLE RD, CARLISLE, PA, USA",40.1923992,-77.1043334
"GENERATIONS SKEET CLUB, 1618 GLENDALE LAKE ROAD, PATTON, PA, USA",40.6324535,-78.5719762
"UNION CITY SPORTSMEN CLUB, 18520  HUNGRY RUN ROAD, UNION CITY, PA, USA",41.8620634,-79.7838776
"BARRIE GUN CLUB INC, 3619 COUNTY ROAD 40, BARRIE, Ontario, CAN",44.3547787,-79.8042354
"KOSKO CONSERVATION , 2391 N FOX FARM RD, WARSAW, IN, USA",41.2574929,-85.88715499999999
"DUPONT FISH AND GAME ASSN, 33430 WALNUT TREE RD, MILLINGTON, MD, USA",39.2903057,-75.8045367
"BALD EAGLE SPORTSMENS ASSOCIATION, 6557 125TH STREET NORTH, HUGO, MN, USA",45.13090039999999,-92.9732072
"GATEWAY GUN CLUB, 13547 MISSOURI BOTTOM ROAD, BRIDGETON, MO, USA",38.794501,-90.4340826
"HEARTLAND PUBLIC SHOOTING PARK, 6788 W HUSKER HWY, GRAND ISLAND, NE, USA",40.8879015,-98.46974480000002
"PECONIC RIVER SPORTSMANS CLUB, MANORVILLE, NY, USA",40.9010295,-72.7773105
"ADA SKEET & TRAP CLUB INC, 2002 COUGER ROAD, ADA, OK, USA",34.774531,-96.6783449
"NORTH BRISTOL SPORTSMAN'S CLUB, 7229 NORTH GREENWAY RD, BOX 202, SUN PRAIRIE, WI, USA",43.2465736,-89.13176849999999
"BLUE ROCK SPORTSMAN CLUB, 7800 BAUCUM PIKE, N LITTLE ROCK, AR, USA",34.7381074,-92.1774386
"ARROWHEAD GUN CLUB, INC, CHASE CITY, VA, USA",36.7993087,-78.45833100000002
"CONSERVATION PARK TARGET SHOOTING FACILITIES, 5100 CHARLES CITY ROAD, CHARLES CITY, VA, USA",37.461396,-77.178088
"UXBRIDGE CLAYS,  5700 CONCESSION 4, UXBRIDGE  , Ontario, CAN",44.068615,-79.18847400000001
"BRIDGEVIEW GUN CLUB  , 1365 NORTHWEST DRIVE, PORT ALLEN, LA, USA",30.4988387,-91.2226799
"MICHIGAN SCHOLASTIC CLAY TARGET PROGRAM INC. , PAPER CLUB, MACOMB, MI, USA",42.7168759,-82.82097399999999
"TRI COUNTY TRAP & WILDLIFE CL,  9767 18TH ST SE, WIMBLEDON, ND, USA",47.1517248,-98.4293606
"RIVERVIEW GUN CLUB, 31507 KIMBERLY DRIVE, ASHLAND, NE, USA",40.9924889,-96.2662225
"MEADVILLE SPORTSMAN'S CLUB, 20600 RYAN ROAD, MEADVILLE, PA, USA",41.6740629,-80.12827999999999
"MAURY COUNTY GUN CLUB, 2879 PARSONS BEND RD, COLUMBIA, TN, USA",35.6808719,-87.1475928
"HAMDEN FISH & GAME PROTECTIVE, 155 WILLOW STREET, HAMDEN, CT, USA",41.4491052,-72.906779
"PEORIA SKEET AND TRAP CLUB, 1470 SPRING BAY ROAD, EAST PEORIA, IL, USA",40.8019226,-89.5215671
"MICHIGAN TRAPSHOOTING ASSOCIATION, MASON, MI, USA",42.537387,-84.449176
"METRO GUN CLUB, BLAINE, MN, USA",45.1620438,-93.1803341
"ROCHESTER BROOKS GUN CLUB INC, 962 HONEOYE FALLS #6 RD, RUSH, NY, USA",42.9488378,-77.6842004
"GRAND PRAIRIE GUN CLUB, 2330 LOWER TARRANT ROAD, GRAND PRAIRIE, TX, USA",32.775086,-97.021074
"FREDERICKSBURG ROD & GUN CLUB, 31301 HAISLIP POND RD, FREDERICKSBURG, VA, USA",38.2280755,-77.4372726
"WEST VIRGINIA CLAYS, INC, 1 NELLIS RD, HERNSHAW, WV, USA",38.2251938,-81.6022873
"OSHAWA CLAY AND TARGET CLUB, 5245 WILSON ROAD NORTH, OSHAWA, Ontario, CAN",44.0378953,-78.90119609999999
"SYNEPUXENT ROD & GUN CLUB, 4606 PURNELL CROSSING RD, BERLIN, MD, USA",38.3240916,-75.30554
"PINEY RIDGE SKEET & TRAP CLUB, SAULS RUN RD, HORNER, WV, USA",39.0025926,-80.3932067
"CENTRAL OKANAGAN SHOTGUN SPORTS CLUB, # 25 JOE RICH MAIN FOREST SERVICE ROAD, WEST KELOWNA, British Columbia, CAN",49.8232491,-119.3247344
"PRINCE ALBERT PISTOL/RIFLE CLUB, PRINCE ALBERT, Saskatchewan, CAN",53.2033494,-105.7530705
"FAIRFIELD COUNTY FISH AND GAME, 310  HAMMERTOWN  ROAD, MONROE, CT, USA",41.3666247,-73.2189017
"GRIFFIN GUN CLUB, 550 AMELIA  ROAD, GRIFFIN, GA, USA",33.3080596,-84.15528169999999
"ST. JOE VALLEY CONSERVATION CLUB, 5871 CR 60, ST JOE, IN, USA",41.3123674,-84.91182069999999
"ARK VALLEY GUN CLUB, 4500 EAST 117TH ST, VALLEY CENTER, KS, USA",37.8981852,-97.2843508
"MESILLA VALLEY SHOTGUN SPORTS, INC., BUTTERFIELD SHOOTING RANGE, INTERSTATE 10 WEST - EXIT 127, LAS CRUCES, NM, USA",32.3147921,-106.7932595
"ARLINGTON-FAIRFAX IZAAK WALTON, 14708 MT. OLIVE ROAD, CENTERVILLE, VA, USA",38.8216712,-77.4587446
"W VA SPORTSMAN & FIREARMS ASSN, HAMMOND ROAD, FAIRMONT, WV, USA",39.4183649,-80.0871337
"POLK COUNTY GUN CLUB, 1243 LITTLE MTN ROAD, COLUMBUS, NC, USA",35.2282218,-82.1190338
"HAMILTON ANGLING & HUNTING ASSOCIATION, 1317 ALBERTON ROAD, ANCASTER , Ontario, CAN",43.1628013,-80.0630073
"FIN FUR AND FEATHER CLUB, CHAPLIN, CT, USA",41.7599258,-72.1228027
"WILDLIFE ACHIEVEMENT CHAPTER, 26430  MULLINIX MILL RD, DAMASCUS, MD, USA",39.2925033,-77.157745
"MID-UP SHOOTERS, INC, 335 NORTH RD, NEGAUNEE, MI, USA",46.548982,-87.61872699999999
"DURHAM CO WILDLIFE CLUB, 3616 HOPSON ROAD, MORRISVILLE, NC, USA",35.8714334,-78.878304
"ADDISON FISH & GAME CLUB,  8482 MCCARTHY ROAD, ADDISON, NY, USA",42.1157374,-77.20274409999999
"SYDENHAM SPORTSMEN'S ASSOCIATION, 082535 SIDEROAD 6 S, PART LOT 7, CONCESSION 2, DERBY, TOWNSHIP OF GEORG, OWEN SOUND, Ontario, CAN",44.5690305,-80.9405602
"CASPER SKEET CLUB, 700 JC WAY, CASPER, WY, USA",42.8734465,-106.3316753
"DOWNERS GROVE SPORTSMEN'S CLUB, 4700 WEST OLD STAGE ROAD, MORRIS, IL, USA",41.340306,-88.51347299999999
"ASHLAND GUN CLUB, 1481 BLACKLEG HOLW, RUSH, KY, USA",38.3393932,-82.7714608
"PRINCE GEORGE'S COUNTY TRAP AND SKEET,  10400 GOOD LUCK ROAD, GLENNDALE, MD, USA",39.0056516,-76.83418259999999
"H A KOCH TRAP & SKEET, 6802 HARRISON ST, SEYMOUR SMITH PARK, OMAHA, NE, USA",41.1949759,-96.0172328
"VICTOR ROD & GUN CLUB, 6649 GILLIS RD, VICTOR, NY, USA",43.01186209999999,-77.3927774
"CLINTON IRWIN ROD & GUN CLUB, 333  JONES ROAD, HARRISVILLE, PA, USA",41.1824411,-79.9528956
"CLAIRTON SPORTSMEN'S CLUB, 412 COAL VALLEY ROAD, CLAIRTON, PA, USA",40.32372,-79.9198475
"YORK/ADAMS CO GAME & FISH ASSOCIATION, 113 COUNTRY CLUB ROAD, ABBOTTSTOWN, PA, USA",39.88552790000001,-76.981124
"LA CLAYS, 831 ROSEMEAD BLVD, SOUTH EL MONTE, CA, USA",34.0378824,-118.0704292
"NORTH MACOMB SPORTSMEN'S CLUB, 3231 INWOOD ROAD, WASHINGTON, MI, USA",42.7641487,-83.0843429
"BROWN COUNTY SPORTSMENS CLUB, 1711 W DEERFIELD AVE, GREEN BAY, WI, USA",44.5879621,-88.05473959999999
"ONTARIO SKEET SHOOTING ASSN, Ontario, CAN",51.253775,-85.3232139
"SYCAMORE SPORTSMAN AND CONSERVATION CLUB, 1773 WEST MOTEL RD., SYCAMORE, IL, USA",42.0127827,-88.71482999999999
